0.16,0,0,0,0,0,0,0,0,0,0
0,0.033,0,0,0,0,0,0,0,0,0
0,0,0.033,0,0,0,0,0,0,0,0
0,0,0,0.097,0,0,0,0,0,0,0
0,0,0,0,0.097,0,0,0,0,0,0
0,0,0,0,0,0.16,0,0,0,0,0
0,0,0,0,0,0,0.097,0,0,0,0
0,0,0,0,0,0,0,0.16,0,0,0
0,0,0,0,0,0,0,0,0.033,0,0
0,0,0,0,0,0,0,0,0,0.033,0
0,0,0,0,0,0,0,0,0,0,0.097
